video_id,title,channel_title,published_at,category_id,tags,duration,views,likes,comments,region
zfD3BVRTuN4,James Arthur - Impossible (Lyrics),Aura Country,2025-11-03T16:11:48Z,10,"['country music', 'auracountry', 'james arthur', 'impossible', 'james arthur impossible', 'impossible james arthur', 'james arthur impossible lyrics', 'impossible james arthur lyrics', 'james arthur lyrics impossible', 'impossible lyrics james arthur', 'james arthur lyrics', 'impossible lyrics', 'lyrics james arthur', 'lyrics impossible', 'James Arthur - Impossible', 'Tell them all I know now Shout it from the rooftops', 'Write it on the skyline All we had is gone now', 'Tell them I was happy And my heart is broken']",PT3M30S,2303475,5140,33,
m750sa5fLu8,Agatha Christie’s Seven Dials | Official Teaser | Netflix,Netflix,2025-11-04T16:00:00Z,24,"['Agatha Christie', 'Helena Bonham-Carter', 'Martin Freeman', 'Mia McKenna-Bruce', 'Miss Marple', 'Mystery', 'Poirot', 'Seven Dials', 'Seven Dials Mystery', 'british mystery', 'crime', 'detective', 'drama', 'netflix drama', 'netflix series', 'netflix teaser', 'netflix trailer', 'period drama', 'thriller']",PT1M16S,275453,4595,153,
veR9KoNDYVw,TACO TUESDAY ADMIN ABUSE! 🌮,CaylusBlox,2025-11-05T00:20:33Z,20,"['caylusblox', 'caylus roblox', 'caylus', 'roblox', 'caylus scary', 'Steal a brainrot update', 'ADMIN ABUSE In Steal a Brainrot!', 'Steal a Brainrot UPDATE + Admin Abuse', 'admin abuse', 'caylus taco tuesday', 'steal a brainrot', 'extinct steal a brainrot', 'la extinct combination', 'witchs fuse', 'caylus steal a brainrot', 'caylus dump', 'dump', 'dump update', 'Caylus Hosts HALLOWEEN ADMIN ABUSE!', 'caylus aura', 'caylus admin abuse', 'taco teusday', 'caylus stream']",PT3H25M8S,1561208,23590,360,
TN4LP7j5cbo,JISOO X ZAYN - EYES CLOSED (OFFICIAL LYRIC VIDEO),JISOO,2025-11-04T15:00:04Z,24,"['YG Entertainment', 'YG', '와이지', 'K-po\u200bp', 'BLACKPINK', '블랙핑크', '블핑', '지수', 'JISOO', 'BLINK', '블링크', 'jisoo', 'BLISSOO', 'Zayn', 'Eyes Closed', 'MUSICVIDEO', 'MV']",PT3M1S,1020226,39225,3216,
8Ry41LBsSuQ,Call of Duty: Black Ops 7 | Launch Trailer (PC Features Spotlight),Call of Duty,2025-11-04T17:00:02Z,20,"['call of duty', 'cod', 'activision']",PT1M25S,1536240,5385,859,
OPZoLZBXD0Y,RATED R. RATED R. RATED R. | Dispatch (Episode 3 + 4),CoryxKenshin,2025-11-04T22:49:53Z,20,"['dispatch', 'dispatch game', 'gameplay', 'episode 3', 'episode 4', 'walkthrough', 'playthrough', 'turnover', 'restructure', 'rated r', 'blonde blazer', 'date', 'invisigal', 'movie', 'choice', 'coryxkenshin', 'cory', 'kenshin', 'funny', 'hilarious', 'moments', 'edits', 'reaction']",PT1H52M19S,997994,175668,23237,
zs7ISrSdVUI,Ellie Goulding - Love Me Like You Do (Lyrics Cover) | Pop Mage,Pop Mage,2025-11-03T10:04:31Z,10,"['pop songs', 'love songs', 'top songs', 'pop love songs', 'Love Me Like You Do', 'Love Me Like You Do Lyrics', 'Love Me Like You Do Cover']",PT3M50S,10171804,21076,214,
m43HC9T9YM8,Mastiii 4 - Official Trailer| Riteish Deshmukh | Vivek Oberoi | Aftab Shivdasani | 21st Nov,Zee Studios,2025-11-04T06:40:28Z,1,"['Zee Studios', 'Bollywood Cinema', 'Hindi Cinema', 'Bollywood movie', 'Latest bollywood movie', 'upcoming bollywood movie', 'Promo', 'Trailer', 'Teaser', 'zee', 'entertainment', 'popular', 'famous', 'superhit', 'Blockbuster movie']",PT3M5S,7146386,130066,18726,
27L0V20ljMQ,steal a brainrot admin abuse,KreekCraft,2025-11-05T00:18:35Z,20,[],PT41M30S,1881892,22673,49,
3b4lo3lV4bg,Gunna - wgft (feat. Burna Boy) [Official Video],Gunna,2025-11-04T18:00:06Z,10,"['Gunna', 'YSL', 'YSL Gunna', 'Rap Music', 'Atlanta', 'Hip Hop', 'Drip Season', 'Drip', 'Fashion', 'Atlanta Rap', 'Atlanta Rap Music', 'The Fader', 'Wunna', 'the last wun', 'The Last Wun', 'gunna the last wun', 'the last wun gunna', 'gunna new album', 'gunna album', 'gunna wgft ft burna boy', 'burna boy', 'wgft gunna ft burna boy', 'gunna ft burna boy', 'gunna burna boy', 'wgft', 'wgft gunna', 'gunna wgft', 'burna boy wgft', 'wgft burna boy', 'gunna and burna boy', 'Gunna - wgft (feat. Burna Boy) [Official Video]', 'wgft official video']",PT3M53S,239653,25884,1946,
