video_id,title,channel_title,published_at,category_id,tags,duration,views,likes,comments,region
TN4LP7j5cbo,JISOO X ZAYN - EYES CLOSED (OFFICIAL LYRIC VIDEO),JISOO,2025-11-04T15:00:04Z,24,"['YG Entertainment', 'YG', '와이지', 'K-po\u200bp', 'BLACKPINK', '블랙핑크', '블핑', '지수', 'JISOO', 'BLINK', '블링크', 'jisoo', 'BLISSOO', 'Zayn', 'Eyes Closed', 'MUSICVIDEO', 'MV']",PT3M1S,1020226,39225,3216,
m43HC9T9YM8,Mastiii 4 - Official Trailer| Riteish Deshmukh | Vivek Oberoi | Aftab Shivdasani | 21st Nov,Zee Studios,2025-11-04T06:40:28Z,1,"['Zee Studios', 'Bollywood Cinema', 'Hindi Cinema', 'Bollywood movie', 'Latest bollywood movie', 'upcoming bollywood movie', 'Promo', 'Trailer', 'Teaser', 'zee', 'entertainment', 'popular', 'famous', 'superhit', 'Blockbuster movie']",PT3M5S,7146386,130066,18726,
OPZoLZBXD0Y,RATED R. RATED R. RATED R. | Dispatch (Episode 3 + 4),CoryxKenshin,2025-11-04T22:49:53Z,20,"['dispatch', 'dispatch game', 'gameplay', 'episode 3', 'episode 4', 'walkthrough', 'playthrough', 'turnover', 'restructure', 'rated r', 'blonde blazer', 'date', 'invisigal', 'movie', 'choice', 'coryxkenshin', 'cory', 'kenshin', 'funny', 'hilarious', 'moments', 'edits', 'reaction']",PT1H52M19S,997994,175668,23237,
zfD3BVRTuN4,James Arthur - Impossible (Lyrics),Aura Country,2025-11-03T16:11:48Z,10,"['country music', 'auracountry', 'james arthur', 'impossible', 'james arthur impossible', 'impossible james arthur', 'james arthur impossible lyrics', 'impossible james arthur lyrics', 'james arthur lyrics impossible', 'impossible lyrics james arthur', 'james arthur lyrics', 'impossible lyrics', 'lyrics james arthur', 'lyrics impossible', 'James Arthur - Impossible', 'Tell them all I know now Shout it from the rooftops', 'Write it on the skyline All we had is gone now', 'Tell them I was happy And my heart is broken']",PT3M30S,2303475,5140,33,
9I4FKW0tlFU,"Delhi Crime: Season 3 | Official Trailer | Shefali Shah, Huma Qureshi, Rasika Dugal | Netflix",Netflix India,2025-11-04T09:01:11Z,24,"['Huma Qureshi', 'Mita Vasisht', 'Next On Netflix', 'Rajesh Tailang', 'Rasika Dugal', 'Sayani Gupta', 'Shefali Shah', 'crime', 'delhi crime', 'delhi crime 3', 'delhi crime netflix', 'delhi crime new season', 'delhi crime season 3', 'delhi crime series', 'delhi crime trailer', 'delhi police', 'emmy award', 'huma qureshi movies', 'human trafficking', 'new season', 'official trailer', 'real case', 'real story', 'shefali shah movies', 'shefali shah new series', 'web series']",PT2M32S,989349,19452,566,
veR9KoNDYVw,TACO TUESDAY ADMIN ABUSE! 🌮,CaylusBlox,2025-11-05T00:20:33Z,20,"['caylusblox', 'caylus roblox', 'caylus', 'roblox', 'caylus scary', 'Steal a brainrot update', 'ADMIN ABUSE In Steal a Brainrot!', 'Steal a Brainrot UPDATE + Admin Abuse', 'admin abuse', 'caylus taco tuesday', 'steal a brainrot', 'extinct steal a brainrot', 'la extinct combination', 'witchs fuse', 'caylus steal a brainrot', 'caylus dump', 'dump', 'dump update', 'Caylus Hosts HALLOWEEN ADMIN ABUSE!', 'caylus aura', 'caylus admin abuse', 'taco teusday', 'caylus stream']",PT3H25M8S,1561208,23590,360,
5wvnyUEE7Tc,Nanak Naam Rakhaya I Diljit Dosanjh I Harmanjeet Singh I Gurmoh,Diljit Dosanjh,2025-11-04T12:30:36Z,10,[],PT4M26S,253605,31083,1648,
RdUPs9e1bUk,Baahubali - The Eternal War Part 1 Teaser (Telugu) | Prabhas | Ishan Shukla | SS Rajamouli | 2027,Baahubali Movie,2025-11-04T14:59:01Z,1,"['Baahubali Trailer', 'Bahubali', 'Prabhas', 'Rana Daggubati', 'SS Rajamouli', 'MM Keeravani', 'Tamannaah', 'Anushka', 'Sathya Raj', 'baahubali 2', 'Baahubali 2 – The Conclusion', 'Baahubali 2 – The Conclusion motion poster', '#baahubali', 'motion', 'poster']",PT2M28S,738009,55653,943,
Ob1obfsosUA,Opening 99 OWNER LUCKY BLOCKS In Steal A Brainrot..,Foltyn,2025-11-04T16:02:43Z,20,"['foltyn', 'foltyn roblox', 'family friendly', 'roblox', 'roblox foltyn', 'foltyn family', 'funny', 'no swearing', 'foltyn family roblox', 'roblox foltyn family', 'blade ball', 'roblox blade ball', 'foltyn blade ball', 'kid friendly']",PT13M23S,595866,21796,3474,
zs7ISrSdVUI,Ellie Goulding - Love Me Like You Do (Lyrics Cover) | Pop Mage,Pop Mage,2025-11-03T10:04:31Z,10,"['pop songs', 'love songs', 'top songs', 'pop love songs', 'Love Me Like You Do', 'Love Me Like You Do Lyrics', 'Love Me Like You Do Cover']",PT3M50S,10171804,21076,214,
c_YrKdMPw2k,Honest Trailers | Peacemaker,Screen Junkies,2025-11-04T18:00:54Z,1,[],PT9M47S,143515,9546,659,
xRR6jokT5JI,(STREAM WITH JYNXZI) GRIEF 83% // 65%+ ×64 || STREAM 287,Doggie,2025-11-05T04:02:52Z,20,"['geometry dash', 'doggiedasher', 'doggie', 'gd', 'extreme', 'demon', 'extreme demon', 'zdoggie', 'doggiegd', 'verification', 'top 1']",PT4H10M55S,128912,10123,93,
lSfZi29lTUw,JamBeats - Autumn Nights (Original Mix),JamBeats,2025-11-04T07:19:24Z,10,"['dndm & jambeats', 'voices', 'dndm remix', 'jamshidshoox shavkatov', 'miami music', 'jamshidshoox beats', 'miami', 'jambeats love', 'orginal mix', 'jambeats', 'dndm', 'jama pubg', 'bella ciao', 'bella ciao dndm cover', 'tenrtakcha klip', 'mirjalol neamtov', 'mirjalol remix', 'jambeats orginal mix', 'still you', 'Night & Broken', 'dndm night', 'Deep Feelin', 'dndm sound', 'dndm xamdam sobirov', 'javad', 'javad khamid', 'javad remix', 'car music mix', 'dndm & jambeats - voices']",PT5M29S,658255,1985,49,
Y6UXdDbuNFc,A Man on the Inside | Season 2 Official Trailer | Netflix,Netflix,2025-11-04T17:00:00Z,24,"['2025 trailer', 'A Man on the Inside Netflix', 'A Man on the Inside Season 2 trailer', 'Big Man on Campus', 'Mike Schur new comedy', 'Netflix comedy series', 'Netflix original series', 'Ted Danson Netflix', 'Ted Danson new show', 'The Good Place creator', 'best comedies on Netflix', 'campus comedy', 'college comedy', 'funny Netflix shows', 'new Netflix trailer', 'sitcom trailer']",PT2M19S,81221,2433,115,
myZmtuBrQvM,THE MOON WOKE UP IN ROBLOX..,Tyler & Snowi,2025-11-04T22:42:00Z,20,"['funny', 'moments', 'funny moments', 'secrets', 'all secrets', 'the moon wakes up', 'the moon woke up', 'the moon woke up episode 1', 'the moon woke up episode 2', 'the moon woke up episode 3', 'the moon woke up episode 4', 'the moon woke up episode 5', 'the moon woke up reaction', 'the moon woke up all episodes', 'the moon woke up episode 6', 'the moon woke up explained', 'the moon wakes up episode 6', 'the moon wakes up part 2', 'the moon wakes up episode 4', 'the moon wakes up part 3', 'tyler and snowi', 'tyler', 'snowi']",PT27M14S,229503,12048,297,
O1sY2Oo-45k,"Shakira, Maluma - Chantaje (Letra)",sweetblue.,2025-11-04T00:08:03Z,10,"['recomendados', 'sped up', 'letra en español', 'lyrics', 'español', 'sub español', 'traducción', 'tiktok', 'edit', 'sweetblue', 'recomendación', 'para ti', 'búsquedas', 'letra', 'musica', 'musica independiente', 'trend']",PT3M16S,1525001,2084,26,
8Ry41LBsSuQ,Call of Duty: Black Ops 7 | Launch Trailer (PC Features Spotlight),Call of Duty,2025-11-04T17:00:02Z,20,"['call of duty', 'cod', 'activision']",PT1M25S,1536240,5385,859,
mB6swBWdMRA,I wasn't going to show this..,Asmongold TV  ,2025-11-04T13:01:41Z,20,"['asmongold', 'asmongold reacts', 'asmongold wow', 'asmongold highlights', 'asmongold youtube', 'world of warcraft', 'asmongold funny', 'asmongold tv', 'asmongold channel', 'zackrawrr']",PT36M29S,857576,37979,5847,
nHsGOsQtsjA,Bulle Bachde,Arjan Dhillon - Topic,2025-11-03T14:23:29Z,10,"['Arjan Dhillon', 'Mxrci', 'Bulle Bachde']",PT3M36S,245888,8933,206,
SKopVKbHEB0,Worlds 2025 Final Opening Ceremony Trailer | Presented by Mastercard,LoL Esports,2025-11-04T16:00:42Z,20,"['lol', 'league of legends', 'esports', 'lol esports', 'worlds 2025', 'league anthem', 'league music video', 'worlds anthem', 'worlds 2025 anthem', 'sacrifice', 'G.E.M.', '鄧紫棋', 'GEM', 'anyma', 'teya', 'chrissy costanza', 'bite marks', 'legends never die', 'phoenix', 'warriors', 'league championship', 'lol championship', 'league finals', 'lol finals', 'worlds 2025 finals', 'worlds 2025 games', 'pro lol', 'lol tournament', 'league tournament', 'opening ceremony', 'oc', 'live performance', 'riot music', 'riot games music', 'league music', 'lol music']",PT56S,134937,6154,296,
Ld1wZxdtoy8,The Slickness of Super Mario Galaxy 2,videogamedunkey,2025-11-04T20:30:06Z,20,"['mario', 'super mario galaxy', 'super mario galaxy 2', 'dunkey', 'dunkey mario galaxy 2', 'dunkey mario galaxy', 'dunkview', 'mario dunkview', 'super mario galaxy dunkview', 'mario galaxy 2', 'mario galaxy 2 hd', 'mario galaxy hd', 'mario galaxy switch 2', 'nintendo switch 2', 'switch', 'nintendo', 'mario galaxy 2 review', 'super mario galaxy 2 review', 'super mario galaxy 2 dunkview', 'super mario odyssey', 'donkey kong dunkey', 'donkey kong dunkview', 'mario odyssey dunkview', '3d world dunkview', '3d world', 'mario odyssey']",PT16M10S,311301,26306,1580,
L9_Eho9gCNs,Dayglow - Can I Call You Tonight?,Vibe Music,2025-11-03T22:07:14Z,10,"['Vibe Music', 'Dayglow Can I Call You Tonight', 'Can I Call You Tonight Dayglow', ""Yeah I wouldn't know"", 'So can I call you tonight', ""I'm trying to make up my mind"", 'Just how I feel', ""Could you tell me what's real"", 'I hear your voice on the phone', ""Now I'm no longer alone"", 'How I feel', ""Could you tell me what's real anymore"", ""'Cause I wouldn't know"", 'Can I Call You Tonight', 'can I call you tonight dayglow', 'dayglow', 'can I call you tonight', 'dayglow can I call you tonight', 'call you tonight', 'lyrics']",PT4M39S,1306249,1729,46,
E7kcUv_-n5c,Minecraft x Dragon Ball Z DLC Launch Trailer,Minecraft,2025-11-04T18:00:14Z,20,"['Minecraft', 'Minecraft DLC', 'Minecraft dragon ball', 'dragon ball z', 'minecraft dragon ball z', 'dragon ball']",PT1M11S,151265,13139,735,
7GO_i6j1vdc,All Steal A Brainrots Meet The Owner...,FuzzBlox,2025-11-04T17:30:04Z,20,"['roblox steal a brainrot', 'steal a brainrot', 'roblox', 'fuzzblox', 'fuzzblox steal a brainrot', 'steal a brainrot roblox', 'steal a brainrot new secret', 'steal a brainrot new update', 'steal a brainrot update', 'All Steal A Brainrots Meet The Owner...']",PT23M19S,266670,12342,741,
