video_id,title,channel_title,published_at,category_id,tags,duration,views,likes,comments,region
67JOBIX2MsU,"Don’t Stop Believin’ - Music Travel Love & Friends (at Shura Island, The Red Sea)",Music Travel Love,2025-11-05T01:00:02Z,10,"['Music Travel Love', 'musictravellove', ""Don't Stop Believing"", ""Don't Stop Believin"", 'Red Sea', 'Acoustic Cover', 'Live', 'Lyrics', 'Classic songs', 'Music Travel Love Songs', 'Best Covers', 'Zena Emad', 'Hamza Hawsawi', 'Zena Emad Songs']",PT3M40S,1588983,7531,316,
NQypHE9_Fm4,Five Nights at Freddy's 2 | Official Trailer 2,Universal Pictures,2025-11-05T05:02:37Z,24,[],PT1M45S,3073378,241107,9454,
8q6tDjxpajQ,NO MORE SECRETS (Dispatch 5 & 6),jacksepticeye,2025-11-05T17:00:13Z,20,['jacksepticeye'],PT2H11M26S,739668,64502,4446,
I3IcQsfC7jA,One Direction - Night Changes (Lyrics),7clouds,2025-11-05T15:42:11Z,10,"['night changes', 'night changes lyrics', 'lyrics night changes', 'one direction', 'lyrics', 'one direction night changes', 'night changes one direction', 'one direction night changes lyrics', 'lyrics one direction night changes', 'one direction lyrics', 'lyrics night changes one direction', 'night changes one direction lyrics', ""We're only gettin' older baby"", ""And I've been thinkin' about it lately"", 'Does it ever drive you crazy', 'Even when the night changes', 'It will never change me and you', 'pop', 'music']",PT3M47S,441241,1731,91,
-INxQXu9utM,Dress To Impress x Wicked: For Good | 2025 Cinematic Gameplay Trailer,Dress To Impress,2025-11-05T16:00:07Z,20,[],PT3M10S,137884,16382,2699,
OPZoLZBXD0Y,RATED R. RATED R. RATED R. | Dispatch (Episode 3 + 4),CoryxKenshin,2025-11-04T22:49:53Z,20,"['dispatch', 'dispatch game', 'gameplay', 'episode 3', 'episode 4', 'walkthrough', 'playthrough', 'turnover', 'restructure', 'rated r', 'blonde blazer', 'date', 'invisigal', 'movie', 'choice', 'coryxkenshin', 'cory', 'kenshin', 'funny', 'hilarious', 'moments', 'edits', 'reaction']",PT1H52M19S,3445511,291581,30866,
DxkN7gqHx0U,Lauryn Hill - Ex-Factor,Old Memories,2025-11-04T16:37:41Z,22,"['80s music hits', 'best 80s songs', '80s greatest hits', '80s hits', '80s songs', 'best old songs', '80s oldies music', 'greatest 80s songs', 'best 80s hits', 'best oldies song of 1980', 'the best of 80s oldies', '80s songs playlist', 'old songs all time', 'Lauryn Hill - Ex-Factor', 'Ex-Factor', 'Lauryn Hill']",PT5M27S,578342,1143,8,
Fez90c6_E78,"Stranger Things - Season 5 Volume 1 Trailer | NETFLIX | 26 November, 2025",Galactic Trailer,2025-11-04T15:00:26Z,1,"['Stranger Things season 5', 'Stranger Things 5', 'Stranger Things 5 trailer', 'stranger things 5 teaser trailer', 'stranger things season 5 trailer', 'stranger things season 5 teaser', 'Stranger Things Final Season trailer', 'Stranger Things 5 teaser trailer', 'stranger things 5 teaser', 'stranger things trailer', 'stranger things 5 teaser trailer netflix', 'Stranger Things Season 5 trailer', 'Stranger Things Season 5 teaser trailer', 'Stranger Things Season 5 episodes', 'when is stranger things season 5']",PT1M33S,35227,475,20,
E4NGIiiyn9w,I Secretly Cheated in ADMIN Lucky Block Race!,jetski,2025-11-05T14:00:23Z,20,"['jetski', 'jetski blox', 'jetski roblox', 'jetski blox fruit', 'Secretly Cheating in a Lucky Block Race', 'i secretly cheated in a lucky block race!', 'i secretly cheated in ADMIN Lucky Block Race', 'cheating in a lucky block race', 'i cheated in a lucky block race', 'cheating in ADMIN Lucky Block Race', 'cheating in an ADMIN Lucky Block Race']",PT20M31S,684287,7600,1410,
TN4LP7j5cbo,JISOO X ZAYN - EYES CLOSED (OFFICIAL LYRIC VIDEO),JISOO,2025-11-04T15:00:04Z,10,"['YG Entertainment', 'YG', '와이지', 'K-po\u200bp', 'BLACKPINK', '블랙핑크', '블핑', '지수', 'JISOO', 'BLINK', '블링크', 'jisoo', 'BLISSOO', 'Zayn', 'Eyes Closed', 'MUSICVIDEO', 'MV']",PT3M1S,4988674,56632,3835,
F-woJm-WSxo,Marvel Studios' Wonder Man - Official 'Stream On January 27' Trailer (2026) Yahya Abdul-Mateen II,IGN,2025-11-05T17:22:04Z,24,"['Action', 'Disney Plus', 'Marvel', 'On-Demand', 'Wonder Man']",PT54S,29088,495,81,
CjmET22Fpxg,TEACHING My BOYFRIEND To Survive 99 NIGHTS IN THE FOREST,Alaska Violet,2025-11-05T19:00:21Z,20,[],PT20M59S,196593,10238,2907,
lFeqgeliXOI,*NSYNC - This I Promise You (Lyrics),Glim R&B,2025-11-04T17:24:22Z,10,"['This I Promise You *NSYNC', '*NSYNC This I Promise You', 'I will take you in my arms', 'And hold you right where you belong', ""'Til the day my life is through"", 'This I promise you babe', 'Just close your eyes', 'Each loving day', ""I know this feeling won't go away"", 'Every word I say is true', 'This I promise you', 'This I Promise You', 'this I promise you', 'nsync this I promise you', 'this is promise you nsync', 'nsync', 'NSYNC', '*NSYNC', 'I promise you', 'I promise you baby', 'hold you right where you belong', 'Nsync']",PT4M51S,1368002,1881,35,
xbMFkZSdV_A,I WATCHED THE FNAF 2 MOVIE TRAILER EARLY,Dawko,2025-11-05T20:18:36Z,20,"['five nights at freddys', 'fnaf movie', 'fnaf trailer', ""five nights at freddy's movie"", 'fnaf security breach', 'fnaf', 'security breach', 'security breach dlc', 'fnaf security breach dlc', ""five nights at freddy's"", ""five nights at freddy's security breach"", 'security breach ruin', 'fnaf security breach ruin', 'fnaf security breach ruin dlc', 'fnaf dlc', 'security breach teaser', 'fnaf teaser', 'dawko', 'teaser']",PT21M39S,28856,4162,289,
VdRQPAp4XEs,PowerWashing is so back...,SMii7Y,2025-11-05T20:13:00Z,20,"['smii7y', 'smii7yplus', 'smii7y+', 'smii7y plus', 'powerwash simulator 2', 'powerwash simulator 2 gameplay', 'powerwash simulator 2 first look', 'powerwash simulator 2 steam', 'powerwash simulator', 'lets play powerwash simulator 2', 'powerwash simulator 2 ep 1', 'powerwash simulator 2 game', 'powerwash simulator 2 part 1', 'powerwash', 'simulator games', 'power wash simulator 2', 'power wash simulator']",PT36M47S,238542,25404,1501,
a3cnsUu8LoQ,Whitney Houston - Where Do Broken Hearts Go (Lyrics),R&B Adventure,2025-11-04T12:30:00Z,10,"['R&B Adventure', 'Whitney Houston', 'Where Do Broken Hearts Go', 'Whitney Houston Where Do Broken Hearts Go', 'Where Do Broken Hearts Go Whitney Houston', 'Lyrics', 'Lyrics Where Do Broken Hearts Go', 'Whitney Houston Where Do Broken Hearts Go Lyrics', 'Where Do Broken Hearts Go Whitney Houston Lyrics', 'Whitney Houston Lyrics', 'Where Do Broken Hearts Go Lyrics Whitney Houston', 'Lyrics Where Do Broken Hearts Go Whitney Houston', 'Where do broken hearts go?', 'Can they find their way home']",PT4M39S,881905,1043,10,
0-QHLFqppLQ,FNAF 2 Movie Trailer 2 - FULL ANALYSIS,FuhNaff,2025-11-05T16:00:01Z,20,"['fnaf', 'fnaf 2', 'fnaf 4', 'fnaf 3', 'fnaf 1', 'fnaf 6', 'fnaf2', 'fnaf dbd', 'fnaf lore', 'fnaf news', 'fnaf meme', 'fnaf ruin', 'fnaf foxy', 'fnaf movie', 'fnaf music', 'fnaf books', 'fnaf mimic', 'fnaf 2 movie', 'fnaf movie 2', 'fnaf theory', 'fnaf 2 remake', 'fnaf 2 teaser', 'fnaf 2 trailer', 'fnaf fan games', 'fnaf timeline', 'fnaf movie news', 'fuhnaff', 'fnaf movie trailer']",PT16M3S,66003,5932,309,
HyTVj7yODjU,R.I.P. Brainrot..,CaylusBlox,2025-11-05T19:28:20Z,20,"['caylusblox', 'caylus roblox', 'caylus', 'caylus gaming', 'caylus infinite', 'infinite lists', 'calus', 'callus', 'calis', 'roblox', 'caylus horror', 'caylus scary', 'caylus scariest', 'caylus scary myths', 'caylus creepy', 'caylus roblox horror', 'caylus roblox scary', 'R.I.P. Brainrot..', 'brainrot', 'caylus steal a brainrot', 'caylus aura', 'caylus stream', 'caylus steal a brainrot update', 'caylus rip brainrot']",PT14M12S,429165,6345,1828,
QQeRB8H34-E,"Sean Kingston - Beat It (Lyrics) ft. Chris Brown & Wiz Khalifa | He aint fly no, he dont even drive",After Beats,2025-11-04T19:07:52Z,10,"['beat it - (sean kingston) lyrics', '(sean kingston) lyrics - beat it', 'sean kingston beat it', 'beat it', 'sean kingston', 'sean kingston _ beat it (lyrics)', 'sean kingston - (beat it ) after beats', 'chris brown', 'wiz khalifa']",PT4M14S,226406,426,6,
UtZ1qya0X2M,The Abandons | Official Trailer | Netflix,Netflix,2025-11-05T16:00:00Z,24,"['Blood', 'Family', 'Family Drama', 'Gillian Anderson', 'Gritty', 'Kurt Sutter', 'Lena Headey', 'Lucas Till', 'Matriarchs', 'Nick Robinson', 'Sons of Anarchy', 'TV Drama', 'The Abandons', 'Washington', 'Western']",PT2M8S,123509,2782,233,
1EJiDELYp6c,The new Witcher is so bad now..,Asmongold TV  ,2025-11-05T16:00:01Z,20,"['asmongold', 'asmongold reacts', 'asmongold wow', 'asmongold highlights', 'asmongold youtube', 'world of warcraft', 'asmongold funny', 'asmongold tv', 'asmongold channel', 'zackrawrr']",PT41M42S,456020,20572,4163,
d3YhV_eRve0,Don’t You Forget (Reprise) | Hazbin Hotel Season 2 - Episode 4 It's A Deal  | Lyrics Video,ToonFanatic,2025-11-05T13:41:09Z,10,[],PT2M2S,100936,3247,206,
vJcIuCJ7RFU,The Predator Annihilates His First Trophy [2025] Fight Scene | Predator: Badlands New Trailers 4K,MovieGasm‍․com,2025-11-05T03:17:02Z,1,"['trailer', 'movies', '2025', 'movie', 'trailers', 'predator badlands', 'predator badlands opening scene', 'Predator: Badlands scene', 'The Predator Annihilates His First Trophy [2025] Fight Scene', 'action scene', 'alien vs predator', 'new trailers', 'Predator: Badlands clip', 'final scene', 'Predator: Badlands final scene', 'Predator: Badlands fight scenes', 'fight', 'scene', 'movie clip', '4k', 'sci-fi', 'action', 'Predator: Badlands (Movie)', 'moviegasm', '#2']",PT9M19S,228881,2798,453,
AAm6kBHddEA,OMG I FINALLY GOT ICON IBRAHIMOVIC ON FC!!! - FC 26 PACK OPENING,TWOSYNC,2025-11-05T20:30:01Z,20,[],PT21M48S,31575,1309,104,
mZLfMniVsTo,Sam Fender — People Watching (Live At London Stadium),Sam Fender,2025-11-05T18:00:07Z,10,"['Sam Fender', 'SamFender', 'Sam Fedner', '#SamFender', 'sam fender people watching', 'people watching sam fender', 'sam fender people watching album', 'sam fender new album 2024', 'sam fender lyrics', 'sam fender live', 'sam fender people watching live', 'people watching live', 'people watching live sam fender', 'sam fender live london stadium', 'sam fender london stadium', 'sam fender london stadium 2025', 'sam fender people watching london stadium', 'sam fender live london', 'sam fender live london 2025', '#samfender']",PT5M11S,23617,1606,92,
dL1B4uqz2Bg,Henry Cavill CONFRONT The CEO Of Netflix After Witcher 4 Trailer BOMBED For Replacing Him!?,Buzzline,2025-10-17T10:37:44Z,24,"['netflix', 'witcher 4', 'the witcher 4', 'the witcher', 'henry cavill', 'witcher', 'witcher 4 trailer', 'the witcher season 4 trailer', 'witcher season 4 trailer', 'the witcher 4 trailer', 'the witcher trailer', 'liam', 'geralt of rivia', 'liam hemsworth witcher', 'liam hemsworth', 'henry cavill witcher', 'the witcher season 3', 'henry cavil', 'yennefer', 'freya allan', 'geralt', 'season 4', 'henry cavill the witcher', 'the witcher netflix', 'liam hemsworth interview', 'the witcher explained']",PT18M7S,226083,5466,1085,
-sAtkjBNz0s,Man City vs Dortmund Watchalong with Mark GOLDBRIDGE,That's Football,2025-11-05T21:59:46Z,17,"['Goldbridge', 'Live', 'Live watchalong', 'Mark Goldbridge', 'live football', 'football', 'watchalong', 'Goldbridge Watchalong', 'Premier League live', 'Premier League scores', 'Live Stream', 'US', 'Soccer', 'MLS', 'US Soccer', 'Live soccer', 'Watchalong', 'Man City Live', 'Man City Dortmund']",PT1H58M5S,80358,1329,22,
NnW9qdCefTs,IV OF SPADES - Rewind (Official Lyric Video),IV OF SPADES,2025-11-05T10:00:43Z,10,"['iv of spades', 'aura', 'nanaman', 'mundo', 'unique salonga', 'zild benitez', 'blaster silonga', 'badjao de castro', 'opm', 'cup of joe', 'december avenue', 'bini', 'sb19', 'ben and ben', 'indie rock', 'alternative', 'sino', 'cozy cove', 'wish', 'pinoy music', 'filipino music', 'eraserheads', 'rivermaya', 'rico blanco', 'konsensya', 'ely buendia', 'suliranin', 'sindi', 'araw gabi']",PT3M43S,299233,6044,708,
Pe1OYjL6uHg,The Mummy 4 Teaser 2028: It Finally Happened!,Emergency Awesome,2025-11-05T18:08:31Z,24,[],PT11M58S,54090,3118,619,
hJ6NY2yosFQ,Who is the Best in PWR? *SIMPSONS EDITION*,PWR,2025-11-05T15:01:24Z,20,"['PWR', 'Team PWR', 'Lachlan', 'Lachy', 'Worthy', 'Fortnite', 'Epic Games', 'Fortnite Lachlan', 'Fornite Lachy', 'Battle Royale', 'Esports', 'gaming', 'competitive gaming', 'Chanzes', 'Power', 'Team', 'challenge', 'Overstrand', 'Vindooly', 'Lufu', 'Loserfruit', 'Looter', 'Winter', 'Volx', 'fortnite', 'simpsons', 'simpsons season', 'simpsons fortnite', 'pwr simpsons', 'best in pwr', 'best in pwr simpsons', 'pwr fortnite', 'lachlan simpsons', 'simpsons fortnite season', 'fortnite new', 'fortnite simpson', 'fortnite simpsons season', 'fortnite simpsons gameplay']",PT18M38S,190578,6780,481,
7BODJ6wGOVo,Romeo Santos - Imitadora (Letra),sweetblue.,2025-11-05T01:33:24Z,10,"['recomendados', 'sped up', 'letra en español', 'lyrics', 'español', 'sub español', 'traducción', 'tiktok', 'edit', 'sweetblue', 'recomendación', 'para ti', 'búsquedas', 'letra', 'musica', 'musica independiente', 'trend']",PT3M55S,1249880,1846,40,
CRqaPk2dhyM,The Final Five Nights At Freddy's 2 Trailer Is Hiding A Big Secret...,3C Films,2025-11-05T07:59:41Z,24,"['five nights at freddys', 'fnaf', 'fnaf movie', 'fnaf movie 2', 'trailer', 'fnaf movie trailer', 'fnaf trailer breakdown', 'trailer reaction', 'trailer breakdown', '3cfilms', '3c films', ""five nights at freddy's 2""]",PT9M39S,70189,5378,313,
CHq5x_ok1ow,ONE COLOR CAMOUFLAGE Hide and Seek in Minecraft!,Cash,2025-11-05T15:00:22Z,24,"['Cash', 'Nico', 'Nico and Cash', 'Cash and Nico', 'Minecraft', 'Minecraft mod', 'family friendly', 'kid friendly', 'ONE COLOR CAMOUFLAGE Hide and Seek in Minecraft!']",PT22M22S,154030,3222,581,
